Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
Tonikaku Kawaii,7.96,"Comedy, Romance, Shounen",TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll SC Anime Fund",Unknown,Seven Arcs,Manga,23 min. per ep.,PG-13 - Teens 13 or older,589,437,317474,6925,61292,164090,6888,7851
Urasekai Picnic,6.53,"Sci-Fi, Adventure, Mystery, Fantasy, Shoujo Ai",TV,12,"Jan 4, 2021 to ?",Winter 2021,"Sony Pictures Entertainment, Square Enix, Frontier Works, AT-X, Hakuhodo DY Music & Pictures, Amusement Media Academy, BS11, Good Smile Film, Hayakawa Shobou",Funimation,"LIDENFILMS, Felix Film",Novel,23 min. per ep.,PG-13 - Teens 13 or older,5723,1982,61416,340,29742,2,1280,4034
Yuutousei Ayaka no Uraomote,6.67,Hentai,OVA,Unknown,"Oct 30, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Manga,30 min.,Rx - Hentai,,8452,2374,15,1079,7,368,119
Shihai no Kyoudan,6.4,Hentai,OVA,Unknown,"May 29, 2020 to ?",Unknown,Unknown,Unknown,PoRO,Visual novel,30 min.,Rx - Hentai,,8006,2805,15,1388,3,456,169
Katarina Nounai Kaigi,5.74,Comedy,ONA,26,"Feb 29, 2020 to May 8, 2020",Unknown,Grooove,Unknown,AQUA ARIS,Light novel,44 sec. per ep.,PG-13 - Teens 13 or older,9034,8642,2163,3,260,834,129,98
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.02,"Adventure, Comedy",TV,24,"Apr 16, 2020 to Sep 24, 2020",Spring 2020,TV Tokyo,Unknown,Studio Crocodile,Original,3 min. per ep.,PG-13 - Teens 13 or older,8181,10731,889,3,116,169,24,103
Mairimashita! Iruma-kun 2nd Season,6.51,"Comedy, Demons, Supernatural, Fantasy, School, Shounen",TV,Unknown,"Apr, 2021 to ?",Spring 2021,"NHK, NHK Enterprises",Unknown,Bandai Namco Pictures,Manga,Unknown,PG-13 - Teens 13 or older,,2282,49726,313,5,0,3,1
Bakugan: Armored Alliance,5.29,"Action, Fantasy, Game",TV,52,"Apr 3, 2020 to ?",Spring 2020,Unknown,Unknown,TMS Entertainment,Original,Unknown,PG - Children,10151,9240,1728,6,548,0,79,263
Wushen Zhuzai,7.1,"Action, Historical, Drama, Martial Arts, Fantasy",ONA,160,"Mar 8, 2020 to ?",Unknown,Tencent Penguin Pictures,Unknown,Ruo Hong Culture,Novel,8 min. per ep.,PG-13 - Teens 13 or older,3227,9851,1338,12,730,0,35,81
Kyouryuu Shoujo Gauko 2nd Season,6.3,"Comedy, Super Power",ONA,19,20-Mar-20,Unknown,Unknown,Unknown,Unknown,Original,9 min. per ep.,G - All Ages,6901,12239,482,1,37,300,8,40
Watanuki-san Chi to,6.51,Slice of Life,TV,12,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,Unknown,Unknown,Unknown,Other,23 min. per ep.,PG-13 - Teens 13 or older,12815,10650,913,4,86,61,17,77
Akudama Drive,7.75,"Action, Sci-Fi",TV,12,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,"Marvelous, Yomiuri Advertising, Delfi Sound, NBCUniversal Entertainment Japan, Amuse, Sammy, Contents Seed, BS NTV, Aeon Entertainment",Funimation,Studio Pierrot,Original,23 min. per ep.,R - 17+ (violence & profanity),921,719,202536,1775,36136,88466,4792,5164
Beyblade Burst Sparking,6.3,"Action, Sci-Fi, Adventure, Sports, Shounen",ONA,Unknown,"Apr 3, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Original,12 min.,PG - Children,6866,8990,1904,39,844,2,103,150
"Anoyo no Subete wa, Obake-gumi!",6.51,"Comedy, Supernatural",TV,13,"Apr 7, 2020 to ?",Spring 2020,Stella Promotion,Unknown,Unknown,Original,24 min. per ep.,PG-13 - Teens 13 or older,13313,11971,539,1,78,1,17,89
Eizouken Mini Anime,5.56,Comedy,ONA,13,"Jan 8, 2020 to Mar 24, 2020",Unknown,Unknown,Unknown,AQUA ARIS,Manga,1 min. per ep.,PG-13 - Teens 13 or older,9533,7375,3592,5,212,693,96,61
"Sentouin, Hakenshimasu!",6.51,"Action, Comedy, Fantasy",TV,Unknown,"Apr, 2021 to ?",Spring 2021,Kadokawa,Unknown,J.C.Staff,Light novel,Unknown,Unknown,,4446,13176,83,5,0,2,0
86,6.51,"Sci-Fi, Drama",TV,Unknown,"Apr, 2021 to ?",Spring 2021,Unknown,Unknown,A-1 Pictures,Light novel,Unknown,Unknown,,3759,19269,153,2,0,0,0
Date A Live IV,6.51,"Harem, Comedy, Romance, School",TV,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Light novel,Unknown,R - 17+ (violence & profanity),,2151,54581,425,3,0,4,1
BanG Dream! Film Live 2nd Stage,6.51,Music,Movie,1,2021,Unknown,Unknown,Unknown,Unknown,Original,Unknown,PG-13 - Teens 13 or older,,8694,2135,6,1,0,0,0
Kyojinzoku no Hanayome,5.19,"Fantasy, Shounen Ai",TV,9,"Jul 6, 2020 to Aug 31, 2020",Summer 2020,Unknown,Unknown,Studio Hokiboshi,Manga,6 min. per ep.,R+ - Mild Nudity,10345,3956,16850,146,2447,6752,365,1349
Bleach: Sennen Kessen-hen,6.51,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Unknown,Unknown,Unknown,Unknown,Shueisha,Unknown,Unknown,Manga,Unknown,PG-13 - Teens 13 or older,,1986,61371,503,1,1,0,0
Burn the Witch,7.18,"Action, Magic, Fantasy, Shounen",Movie,3,2-Oct-20,Unknown,"Shueisha, Twin Engine, Bandai Namco Arts, FILMONY",Unknown,Studio Colorido,Manga,21 min. per ep.,PG-13 - Teens 13 or older,2835,1166,126614,333,8037,73180,1467,1280
Micchiri Wanko! Animation,6.51,"Comedy, Kids",TV,24,"Apr 1, 2020 to Sep 9, 2020",Spring 2020,Unknown,Unknown,Charaction,Other,Unknown,G - All Ages,15532,11878,553,1,24,26,12,26
Kiniro Mosaic: Thank You!!,6.51,"Slice of Life, Comedy, School, Seinen",Movie,1,2021,Unknown,Unknown,Unknown,"Studio Gokumi, AXsiZ",4-koma manga,Unknown,PG-13 - Teens 13 or older,,6292,5424,6,0,0,0,0
Man with a Mission The Animation,6.51,"Music, Comedy",ONA,6,"Mar 16, 2020 to Apr 15, 2020",Unknown,Tower Records,Unknown,Unknown,Original,3 min. per ep.,PG-13 - Teens 13 or older,15401,14423,228,1,20,76,6,29
Destiny Child,5.71,"Action, Demons, Magic, Supernatural",ONA,1,1-May-18,Unknown,LIDENFILMS,Unknown,Yumeta Company,Game,26 min.,PG-13 - Teens 13 or older,9138,11252,723,2,52,451,5,22
Tensei shitara Slime Datta Ken 2nd Season Part 2,6.51,"Comedy, Fantasy",TV,Unknown,"Jul, 2021 to Sep, 2021",Summer 2021,Unknown,Unknown,8bit,Light novel,Unknown,PG-13 - Teens 13 or older,,1661,81377,256,6,1,4,0
Tensura Nikki: Tensei shitara Slime Datta Ken,6.51,"Slice of Life, Comedy, Fantasy, Shounen",TV,Unknown,"Apr 6, 2021 to ?",Spring 2021,Unknown,Unknown,8bit,Manga,Unknown,PG-13 - Teens 13 or older,,1961,62412,277,5,1,4,0
Nanatsu no Taizai: Fundo no Shinpan,7.16,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",TV,24,"Jan 13, 2021 to ?",Winter 2021,TV Tokyo,Unknown,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2948,958,155269,1398,71816,64,2392,1918
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,6.51,"Action, Supernatural, Magic, Fantasy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Game,Unknown,PG-13 - Teens 13 or older,,3511,21912,27,0,0,0,0
Jintian Kaishi Zuo Mingxing 2nd Season,6.51,"Music, Slice of Life, Comedy",ONA,Unknown,2021 to ?,Unknown,Unknown,Unknown,Unknown,Manga,Unknown,Unknown,,13818,277,0,0,0,0,0
Pianoman Trailer,5.5,"Music, Psychological",ONA,1,28-Dec-17,Unknown,Unknown,Unknown,Echoes,Original,1 min.,PG-13 - Teens 13 or older,9697,14765,213,0,4,181,0,5
Ma La Nu Pei,6.9,"Comedy, Romance",ONA,32,"Apr 7, 2020 to Jul 18, 2020",Unknown,Unknown,Unknown,Unknown,Manga,8 min. per ep.,Unknown,4053,8723,2097,12,387,334,84,105
Kutsujoku 2 The Animation,6.25,Hentai,OVA,2,"Jun 26, 2020 to Aug 28, 2020",Unknown,Unknown,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,,8285,2507,8,338,1211,131,115
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. II,6.51,"Action, Sci-Fi, Adventure, Comedy, Fantasy",TV,Unknown,2022 to ?,Unknown,Unknown,Unknown,Unknown,Light novel,23 min.,PG-13 - Teens 13 or older,,2296,48936,118,0,0,1,0
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.51,"Action, Game, Fantasy",Movie,1,6-Nov-20,Unknown,XFLAG,Unknown,"Anima, Dynamo Pictures",Game,Unknown,PG - Children,15650,8167,2606,5,66,47,27,19
Show by Rock!! Stars!!,6.73,"Music, Comedy",TV,12,"Jan 7, 2021 to ?",Winter 2021,"Dentsu, Square Enix, Pony Canyon, Sanrio, KlockWorx, BS Fuji, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",Funimation,Kinema Citrus,Game,23 min. per ep.,PG-13 - Teens 13 or older,4737,6097,5849,21,1996,3,86,168
WIXOSS Diva(A)Live,5.33,"Game, Psychological",TV,Unknown,"Jan 9, 2021 to ?",Winter 2021,Unknown,Unknown,J.C.Staff,Card game,23 min.,Unknown,10086,6030,6023,18,2424,2,118,656
Xing Chen Bian: Yu Li Cang Hai,7.38,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,12,"May 3, 2020 to May 31, 2020",Unknown,"Tencent Penguin Pictures, China Literature Limited",Unknown,Shanghai Foch Film Culture Investment,Novel,25 min. per ep.,PG-13 - Teens 13 or older,1981,9629,1472,6,192,851,32,52
Duel Masters King,6.51,"Action, Adventure, Comedy, Shounen",TV,Unknown,"Apr 5, 2020 to ?",Spring 2020,Unknown,Unknown,"Brain's Base, Shogakukan Music & Digital Entertainment",Original,24 min.,G - All Ages,13892,12367,461,1,81,1,21,108
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season,6.51,"Psychological, Drama, Magic, Thriller",TV,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Game,Unknown,PG-13 - Teens 13 or older,,3822,18262,333,0,0,0,0
Hataraku Saibou Black,6.52,"Action, Seinen",ONA,1,4-Jan-20,Unknown,Unknown,Unknown,Unknown,Manga,1 min.,PG-13 - Teens 13 or older,5774,7556,3411,2,263,1268,74,56
Ogaki Matsuri ni Ikou yo!,6.51,Romance,ONA,1,30-Mar-20,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,11261,12061,515,0,47,151,18,23
Ninjala Episode 0,6.03,"Sci-Fi, Super Power, Martial Arts",ONA,1,30-Mar-20,Unknown,Unknown,Unknown,Marza Animation Planet,Game,9 min.,G - All Ages,8076,14135,249,0,9,165,4,22
Majutsushi Orphen Hagure Tabi: Tennin no Isan,6.11,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",Special,1,8-May-20,Unknown,Unknown,Funimation,Studio Deen,Light novel,23 min.,PG-13 - Teens 13 or older,7794,5816,6611,4,320,3609,69,124
Aikatsu on Parade! (ONA),6.39,"Music, Slice of Life, School, Shoujo",ONA,6,"Mar 28, 2020 to Jul 11, 2020",Unknown,Unknown,Unknown,Bandai Namco Pictures,Game,12 min. per ep.,PG - Children,6435,10514,980,0,118,458,32,61
Maiko-san Chi no Makanai-san,6.51,"Slice of Life, Comedy, Shounen",TV,12,"Feb 25, 2021 to ?",Winter 2021,"NHK, NHK Enterprises",Unknown,J.C.Staff,Manga,Unknown,Unknown,,7349,3635,8,4,1,0,0
Asatir: Mirai no Mukashi Banashi,5.9,Adventure,TV,13,"Apr 4, 2020 to Jun 27, 2020",Spring 2020,Unknown,Sentai Filmworks,Toei Animation,Original,25 min. per ep.,PG - Children,8512,7997,2772,18,353,549,124,596
Hentatsu (TV) Recap,5.4,"Adventure, Mystery",Special,1,28-Mar-20,Unknown,Unknown,Unknown,Yaoyorozu,Original,1 min.,G - All Ages,9938,12110,508,0,13,348,8,26
Isekai Quartet 3,6.51,"Comedy, Parody, Fantasy",TV,Unknown,Unknown,Unknown,Kadokawa,Unknown,Unknown,Original,Unknown,PG-13 - Teens 13 or older,,2490,42114,35,1,1,0,0
ARP Backstage Pass Special,5.87,Music,Special,1,13-Jul-20,Unknown,Unknown,Unknown,Dynamo Pictures,Other,23 min.,PG-13 - Teens 13 or older,8614,11124,754,2,22,241,10,31
Kirameki Inokori Daisensou,6.55,Music,Music,1,25-Dec-19,Unknown,Unknown,Unknown,Akatsuki,Original,5 min.,PG-13 - Teens 13 or older,5630,14313,244,0,14,183,1,2
Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.22,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",TV,11,"Jan 20, 2021 to Mar 31, 2021",Winter 2021,"Genco, Lantis",Funimation,Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7264,4493,12505,70,4274,3,179,276
Guraburu!,5.66,"Adventure, Fantasy",TV,12,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,dugout,Unknown,"W-Toon Studio, DMM.futureworks",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,9248,5050,9296,22,1060,2792,189,671
number24 Recap,5.92,"Sports, School",Special,1,1-Apr-20,Unknown,Unknown,Unknown,PRA,Original,23 min.,PG-13 - Teens 13 or older,8454,9393,1600,1,81,853,26,58
Boku no Hero Academia 5th Season,6.51,"Action, Comedy, Super Power, School, Shounen",TV,Unknown,"Mar 27, 2021 to ?",Spring 2021,Unknown,Unknown,Bones,Manga,Unknown,PG-13 - Teens 13 or older,,627,231671,2767,13,6,11,2
Tokyo Mew Mew New ♡,6.51,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",Unknown,Unknown,2022 to ?,Unknown,Unknown,Unknown,"Yumeta Company, Graphinica",Manga,Unknown,Unknown,,5798,6719,29,0,0,0,0
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,7.29,Fantasy,Movie,1,8-Nov-19,Unknown,Unknown,Unknown,White Fox,Light novel,3 min.,G - All Ages,2402,3917,17134,33,883,7699,233,180
Tiger & Bunny 2,6.51,"Action, Comedy, Mystery, Super Power",TV,Unknown,2022 to ?,Unknown,Unknown,Unknown,Bandai Namco Pictures,Original,Unknown,PG-13 - Teens 13 or older,,6258,5511,8,0,0,0,0
Wan Sheng Jie,7.93,"Slice of Life, Comedy, Supernatural",ONA,12,"Apr 1, 2020 to May 27, 2020",Unknown,Tencent Penguin Pictures,Unknown,Unknown,Web manga,4 min. per ep.,PG-13 - Teens 13 or older,635,5540,7452,119,579,3496,109,101
Munou na Nana,7.33,"Psychological, Shounen, Super Power, Supernatural, Thriller",TV,13,"Oct 4, 2020 to Dec 27, 2020",Fall 2020,"Square Enix, AT-X, Nippon Columbia, BS Fuji, Hakuhodo DY Music & Pictures, Docomo Anime Store, Yomiuri TV Enterprise, Kanon Sound, NichiNare, Kadokawa, Muse Communication, Show Corporation",Funimation,Bridge,Manga,23 min. per ep.,R - 17+ (violence & profanity),2231,912,161644,952,30245,77401,3803,6887
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,6.51,"Harem, Comedy, Magic, Ecchi, Fantasy",TV,Unknown,"Apr 9, 2021 to ?",Spring 2021,Unknown,Unknown,"Tezuka Productions, Okuruto Noboru",Light novel,Unknown,PG-13 - Teens 13 or older,,1591,85667,627,4,2,9,1
Wang Gu Shenhua Zhi Tian Xuanzhe,6.51,"Action, Sci-Fi",ONA,12,"Apr 7, 2020 to Jun 16, 2020",Unknown,bilibili,Unknown,Congzhuo Animation,Original,20 min. per ep.,PG-13 - Teens 13 or older,12774,10757,873,3,125,128,27,71
Puso Ni Comi: Okawari,6.51,"Game, Comedy, Parody",ONA,26,"Apr 7, 2020 to Sep 29, 2020",Unknown,Sega,Unknown,Unknown,Web manga,4 min. per ep.,PG-13 - Teens 13 or older,11646,11828,568,0,72,114,13,41
Kabukichou Sherlock OVA,6.65,"Mystery, Comedy, Drama",OVA,6,26-Aug-20,Unknown,Unknown,Unknown,Production I.G,Original,4 min. per ep.,PG-13 - Teens 13 or older,5158,6408,5135,5,225,1338,93,48
Yesterday wo Utatte: Haishin-ban Episode,6.66,"Slice of Life, Drama, Romance, Seinen",ONA,6,"Apr 5, 2020 to Jun 21, 2020",Unknown,Unknown,Unknown,Doga Kobo,Manga,2 min. per ep.,PG-13 - Teens 13 or older,5114,3935,17169,14,1089,9856,284,250
Aria the Crepuscolo,6.51,"Sci-Fi, Slice of Life, Fantasy, Shounen",Movie,1,5-Mar-21,Unknown,Shochiku,Unknown,J.C.Staff,Manga,Unknown,PG-13 - Teens 13 or older,,6533,4942,8,0,0,0,0
Zo Zo Zo Zombie-kun (TV),6.51,"Comedy, Kids",TV,100,"Apr 15, 2020 to Nov 28, 2020",Spring 2020,Shogakukan-Shueisha Productions,Unknown,J.C.Staff,Manga,13 min. per ep.,PG - Children,13156,14639,215,1,45,18,12,49
Toutotsu ni Egypt Shin,6.52,"Slice of Life, Comedy, Fantasy",ONA,10,"Dec 7, 2020 to Feb 8, 2021",Unknown,Unknown,Unknown,Typhoon Graphics,Other,6 min. per ep.,G - All Ages,5783,7460,3482,13,1256,893,83,266
Ushichichi Tabehoudai! The Animation,5.51,Hentai,ONA,1,11-Mar-20,Unknown,Unknown,Unknown,Unknown,Manga,21 min.,Rx - Hentai,,10006,1237,5,85,845,44,52
Hataraku Saibou Black (TV),7.57,"Action, Seinen",TV,13,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Kodansha, Studio Mausu, Tokyo MX, NetEase",Aniplex of America,LIDENFILMS,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1369,1200,123446,273,56958,16,2262,1843
Genjitsu Shugi Yuusha no Oukoku Saikenki,6.51,"Action, Military, Harem, Magic, Romance, Fantasy",TV,Unknown,"Jul, 2021 to ?",Summer 2021,Unknown,Unknown,J.C.Staff,Light novel,Unknown,Unknown,,4195,15032,95,6,0,0,0
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,6.51,"Action, Military, Sci-Fi, Drama, Mecha",Movie,3,13-Nov-20,Unknown,King Records,Unknown,"Production I.G, I.Gzwei",Original,Unknown,PG-13 - Teens 13 or older,12215,8984,1897,3,52,53,34,24
Jintai no Survival!,6.51,"Action, Comedy, Shounen",Movie,1,31-Jul-20,Unknown,Unknown,Unknown,"Toei Animation, Gallop",Manga,Unknown,PG - Children,14691,13281,320,0,13,17,7,21
Tenchi Souzou Design-bu,6.76,"Slice of Life, Comedy, Fantasy, Seinen",TV,12,"Jan 7, 2021 to ?",Winter 2021,"Dentsu, Kodansha, AT-X, Studio Mausu, BS Fuji, Tokyo MX, Avex Pictures, TV Aichi, GREE",Unknown,Asahi Production,Manga,23 min. per ep.,Unknown,4642,2716,35781,89,20925,7,737,2505
Yakou,6.46,Music,Music,1,4-Mar-20,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,6122,14505,226,0,2,205,0,1
Nautilus,6.59,"Music, Drama",Music,1,27-Aug-19,Unknown,Unknown,Unknown,MORIE Inc.,Original,4 min.,PG-13 - Teens 13 or older,5445,14826,206,2,3,190,0,0
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,6.51,Music,Movie,1,23-Apr-21,Unknown,Unknown,Unknown,SANZIGEN,Original,Unknown,PG-13 - Teens 13 or older,,7721,3158,13,0,0,0,0
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,6.51,Music,Movie,1,2021,Unknown,Unknown,Unknown,SANZIGEN,Original,Unknown,PG-13 - Teens 13 or older,,9882,1322,4,0,0,0,0
BanG Dream! Movie: Poppin' Dream!,6.51,Music,Movie,1,2022 to ?,Unknown,Unknown,Unknown,SANZIGEN,Original,Unknown,PG-13 - Teens 13 or older,,8113,2691,5,0,0,0,0
Iwa Kakeru!: Sport Climbing Girls,6.49,"Comedy, Sports, School",TV,12,"Oct 4, 2020 to Dec 20, 2020",Fall 2020,"Lantis, AT-X, Magic Capsule, KlockWorx, Nagoya Broadcasting Network, ABC Animation, Cygames, Bandai Namco Arts, Happinet, NetEase, Heart Company",Unknown,Blade,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,5960,2012,59773,116,10082,20976,2020,6461
Ze Tian Ji 5th Season,6.82,"Action, Adventure, Fantasy",ONA,12,"Mar 16, 2020 to May 25, 2020",Unknown,"Tencent Penguin Pictures, China Literature Limited",Unknown,Shanghai Foch Film Culture Investment,Novel,20 min. per ep.,PG-13 - Teens 13 or older,4381,10649,915,1,84,417,20,43
Hajimete no Orusuban,6.05,Hentai,OVA,Unknown,"Dec 4, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Visual novel,17 min.,Rx - Hentai,,9609,1472,3,802,5,278,125
Natsu ga Owaru made The Animation,5.91,Hentai,OVA,2,"Jul 22, 2020 to Sep 25, 2020",Unknown,Unknown,Unknown,Unknown,Manga,17 min. per ep.,Rx - Hentai,,8560,2238,9,288,1226,100,104
Kohakuiro no Hunter The Animation,6.13,Hentai,OVA,1,31-Jul-20,Unknown,Pink Pineapple,Unknown,Unknown,Visual novel,30 min.,Rx - Hentai,,8882,1977,5,166,1210,71,78
Wan Jie Chun Qiu,6.41,"Action, Adventure, Historical, Magic, Romance, Martial Arts, Fantasy",ONA,56,"Apr 13, 2020 to Oct 15, 2020",Unknown,"Tencent Penguin Pictures, Ruo Hong Culture",Unknown,Unknown,Original,8 min. per ep.,PG-13 - Teens 13 or older,6384,10660,915,6,243,209,42,68
Get Up! Get Live! #Geragera,6.51,"Slice of Life, Comedy",TV,10,"Jul 11, 2020 to Sep 12, 2020",Summer 2020,Unknown,Unknown,Spell Bound,Other,1 min. per ep.,Unknown,14113,10995,790,4,48,87,17,91
Megami-ryou no Ryoubo-kun.,6.51,"Harem, Comedy, Romance, Ecchi, Shounen",TV,Unknown,Unknown,Unknown,Unknown,Unknown,Asread,Manga,Unknown,Unknown,,7749,3163,13,0,0,0,0
Soukou Seiki Ysphere: Ingyaku no Sennou Kaizou,5.73,Hentai,OVA,2,"Jul 17, 2020 to Jan 29, 2021",Unknown,Media Bank,Unknown,Gold Bear,Visual novel,30 min. per ep.,Rx - Hentai,,10026,1204,5,435,262,122,82
Kyuuketsuki Sugu Shinu,6.51,"Comedy, Supernatural, Vampire, Shounen",TV,Unknown,2021 to ?,Unknown,Unknown,Unknown,Madhouse,Manga,Unknown,Unknown,,10548,984,2,0,0,0,0
King's Raid: Ishi wo Tsugumono-tachi,5.58,"Action, Adventure, Magic, Fantasy",TV,26,"Oct 3, 2020 to ?",Fall 2020,Unknown,Funimation,"OLM, Sunrise Beyond",Game,24 min. per ep.,Unknown,9477,2515,41180,136,17321,4,1741,6246
Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,6.51,"Game, Sports, School, Shounen",ONA,2,"Feb 13, 2021 to Apr 17, 2021",Unknown,Nihon Ad Systems,Unknown,"M.S.C, Studio Kai",Manga,Unknown,PG-13 - Teens 13 or older,11996,10270,1101,8,48,0,18,8
Isekai Harem Monogatari,7.59,"Fantasy, Harem, Hentai",OVA,Unknown,"Jul 31, 2020 to ?",Unknown,Majin,Unknown,Unknown,Manga,16 min.,Rx - Hentai,,5337,8144,106,4479,18,1160,377
The Girl and the Monster,6.51,"Comedy, Horror",ONA,Unknown,"Jul 26, 2019 to ?",Unknown,Unknown,Unknown,Unknown,Original,44 sec.,PG - Children,12476,14230,245,0,86,1,62,43
Ievan Polkka,5.28,Music,Music,1,18-Aug-10,Unknown,Unknown,Unknown,Unknown,Music,2 min.,G - All Ages,10159,12467,449,1,6,407,1,2
Sita Wihayeo,6.51,"Drama, Magic, Romance, Fantasy",ONA,1,26-Feb-20,Unknown,Unknown,Unknown,Unknown,Web manga,4 min.,PG-13 - Teens 13 or older,12097,13050,350,1,24,81,7,17
Kamiarizuki no Kodomo,6.51,"Mystery, Demons",Movie,1,2021,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Unknown,,10140,1165,2,0,0,0,0
Ling Jian Zun 4th Season,6.85,"Action, Romance, Fantasy",ONA,Unknown,"Sep 8, 2020 to ?",Unknown,Unknown,Unknown,Soyep,Novel,11 min.,PG-13 - Teens 13 or older,4253,10748,887,4,438,0,26,44
Ore dake Haireru Kakushi Dungeon,6.47,"Action, Adventure, Harem, Ecchi, Fantasy",TV,12,"Jan 9, 2021 to ?",Winter 2021,DMM Music,Unknown,Okuruto Noboru,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6027,1200,122606,1362,76478,21,1370,4106
Hanyou no Yashahime: Sengoku Otogizoushi,6.86,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Fantasy",TV,24,"Oct 3, 2020 to ?",Fall 2020,"Shogakukan, Yomiuri TV Enterprise",VIZ Media,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,4189,1709,77864,488,33465,2,3207,4588
Wuxian Shaonu 48,6.51,"Music, Fantasy",ONA,12,"Apr 8, 2020 to Jun 17, 2020",Unknown,Tencent Penguin Pictures,Unknown,Seven Stone Entertainment,Original,18 min. per ep.,PG - Children,12872,12063,517,1,84,48,28,48
Zuihou de Zhaohuan Shi,6.51,"Action, Adventure, Harem, Drama, Fantasy",ONA,Unknown,Unknown,Unknown,Unknown,Unknown,ASK Animation Studio,Web manga,Unknown,Unknown,,7859,2992,20,0,0,0,0
You Yao,6.82,Comedy,ONA,12,"Jul 10, 2020 to Sep 18, 2020",Unknown,Unknown,Unknown,Shenying Animation,Novel,23 min. per ep.,PG-13 - Teens 13 or older,4352,9686,1431,12,146,180,43,74
Min Diao Ju Yi Wen Lu,6.7,"Action, Adventure, Supernatural, Thriller",ONA,12,"Aug 7, 2020 to Oct 16, 2020",Unknown,Unknown,Unknown,B.CMAY PICTURES,Novel,24 min. per ep.,Unknown,4923,9848,1326,5,264,155,49,63
Mo Du Zhe,6.51,"Mystery, Drama",ONA,Unknown,2021 to ?,Unknown,Unknown,Unknown,Unknown,Novel,Unknown,Unknown,,7823,3036,7,0,0,0,0
Dahua Zhi Shaonian You,6.51,Action,ONA,16,"Aug 15, 2020 to Nov 20, 2020",Unknown,Unknown,Unknown,Unknown,Game,12 min. per ep.,PG-13 - Teens 13 or older,13742,12757,384,1,79,71,12,47
Yi Nian Yong Heng,7.27,"Action, Comedy, Historical, Martial Arts, Fantasy",ONA,52,"Aug 12, 2020 to ?",Unknown,Tencent Penguin Pictures,Unknown,B.CMAY PICTURES,Novel,Unknown,PG-13 - Teens 13 or older,2474,7644,3260,25,1369,1,129,136
Kamisama ni Natta Hi,6.86,"Drama, Fantasy",TV,12,"Oct 11, 2020 to Dec 27, 2020",Fall 2020,"Aniplex, Movic, Visual Art's, Tokyo MX, Nagoya Broadcasting Network, ABC Animation",Aniplex of America,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,4209,920,161314,1816,29091,63954,4464,7627
